week_start,week_end,week,month,year,theft,population_rate,education_rate,poverty_rate,inflation_rate,unemployment_rate,gdp,cpi
15/02/2016,21/02/2016,3,February,2016,654,1.23,1.5,11.3,2.253,5.17,1.2,1.11
22/02/2016,28/02/2016,4,February,2016,644,1.23,1.5,11.3,2.253,5.17,1.2,1.11
29/02/2016,06/03/2016,1,March,2016,558,1.23,1.5,11.3,2.253,5.17,1.2,1.11
07/03/2016,13/03/2016,2,March,2016,492,1.23,1.5,11.3,2.253,5.17,1.2,1.11
14/03/2016,20/03/2016,3,March,2016,561,1.23,1.5,11.3,2.253,5.17,1.2,1.11
21/03/2016,27/03/2016,4,March,2016,592,1.23,1.5,11.3,2.253,5.17,1.2,1.11
28/03/2016,03/04/2016,5,March,2016,534,1.23,1.5,11.3,2.253,5.17,1.2,1.11
04/04/2016,10/04/2016,1,April,2016,551,1.23,1.5,11.3,2.253,5.17,1.2,1.11
11/04/2016,17/04/2016,2,April,2016,592,1.23,1.5,11.3,2.253,5.17,1.2,1.11
18/04/2016,24/04/2016,3,April,2016,611,1.23,1.5,11.3,2.253,5.17,1.2,1.11
25/04/2016,01/05/2016,4,April,2016,572,1.23,1.5,11.3,2.253,5.17,1.2,1.11
02/05/2016,08/05/2016,1,May,2016,586,1.23,1.5,11.3,2.253,5.17,1.2,1.11
09/05/2016,15/05/2016,2,May,2016,578,1.23,1.5,11.3,2.253,5.17,1.2,1.11
16/05/2016,22/05/2016,3,May,2016,631,1.23,1.5,11.3,2.253,5.17,1.2,1.11
23/05/2016,29/05/2016,4,May,2016,642,1.23,1.5,11.3,2.253,5.17,1.2,1.11
30/05/2016,05/06/2016,1,June,2016,566,1.23,1.5,11.3,2.253,5.17,1.2,1.11
06/06/2016,12/06/2016,2,June,2016,546,1.23,1.5,11.3,2.253,5.17,1.2,1.11
13/06/2016,19/06/2016,3,June,2016,630,1.23,1.5,11.3,2.253,5.17,1.2,1.11
20/06/2016,26/06/2016,4,June,2016,563,1.23,1.5,11.3,2.253,5.17,1.2,1.11
27/06/2016,03/07/2016,5,June,2016,614,1.23,1.5,11.3,2.253,5.17,1.2,1.11
04/07/2016,10/07/2016,1,July,2016,597,1.23,1.5,11.3,2.253,5.17,1.2,1.11
11/07/2016,17/07/2016,2,July,2016,537,1.23,1.5,11.3,2.253,5.17,1.2,1.11
18/07/2016,24/07/2016,3,July,2016,601,1.23,1.5,11.3,2.253,5.17,1.2,1.11
25/07/2016,31/07/2016,4,July,2016,553,1.23,1.5,11.3,2.253,5.17,1.2,1.11
01/08/2016,07/08/2016,1,August,2016,560,1.23,1.5,11.3,2.253,5.17,1.2,1.11
08/08/2016,14/08/2016,2,August,2016,581,1.23,1.5,11.3,2.253,5.17,1.2,1.11
15/08/2016,21/08/2016,3,August,2016,602,1.23,1.5,11.3,2.253,5.17,1.2,1.11
22/08/2016,28/08/2016,4,August,2016,620,1.23,1.5,11.3,2.253,5.17,1.2,1.11
29/08/2016,04/09/2016,1,September,2016,567,1.23,1.5,11.3,2.253,5.17,1.2,1.11
05/09/2016,11/09/2016,2,September,2016,504,1.23,1.5,11.3,2.253,5.17,1.2,1.11
12/09/2016,18/09/2016,3,September,2016,568,1.23,1.5,11.3,2.253,5.17,1.2,1.11
19/09/2016,25/09/2016,4,September,2016,595,1.23,1.5,11.3,2.253,5.17,1.2,1.11
26/09/2016,02/10/2016,5,September,2016,614,1.23,1.5,11.3,2.253,5.17,1.2,1.11
03/10/2016,09/10/2016,1,October,2016,574,1.23,1.5,11.3,2.253,5.17,1.2,1.11
10/10/2016,16/10/2016,2,October,2016,600,1.23,1.5,11.3,2.253,5.17,1.2,1.11
17/10/2016,23/10/2016,3,October,2016,643,1.23,1.5,11.3,2.253,5.17,1.2,1.11
24/10/2016,30/10/2016,4,October,2016,628,1.23,1.5,11.3,2.253,5.17,1.2,1.11
31/10/2016,06/11/2016,1,November,2016,597,1.23,1.5,11.3,2.253,5.17,1.2,1.11
07/11/2016,13/11/2016,2,November,2016,662,1.23,1.5,11.3,2.253,5.17,1.2,1.11
14/11/2016,20/11/2016,3,November,2016,721,1.23,1.5,11.3,2.253,5.17,1.2,1.11
21/11/2016,27/11/2016,4,November,2016,682,1.23,1.5,11.3,2.253,5.17,1.2,1.11
28/11/2016,04/12/2016,1,December,2016,642,1.23,1.5,11.3,2.253,5.17,1.2,1.11
05/12/2016,11/12/2016,2,December,2016,628,1.23,1.5,11.3,2.253,5.17,1.2,1.11
12/12/2016,18/12/2016,3,December,2016,650,1.23,1.5,11.3,2.253,5.17,1.2,1.11
19/12/2016,25/12/2016,4,December,2016,607,1.23,1.5,11.3,2.253,5.17,1.2,1.11
26/12/2016,01/01/2017,5,December,2016,535,1.23,1.5,11.3,2.253,5.17,1.2,1.11
02/01/2017,08/01/2017,1,January,2017,573,1.21,0.5,11,3.038,4.64,1.48,1.08
09/01/2017,15/01/2017,2,January,2017,568,1.21,0.5,11,3.038,4.64,1.48,1.08
16/01/2017,22/01/2017,3,January,2017,618,1.21,0.5,11,3.038,4.64,1.48,1.08
23/01/2017,29/01/2017,4,January,2017,623,1.21,0.5,11,3.038,4.64,1.48,1.08
30/01/2017,05/02/2017,1,February,2017,496,1.21,0.5,11,3.038,4.64,1.48,1.08
06/02/2017,12/02/2017,2,February,2017,512,1.21,0.5,11,3.038,4.64,1.48,1.08
13/02/2017,19/02/2017,3,February,2017,566,1.21,0.5,11,3.038,4.64,1.48,1.08
20/02/2017,26/02/2017,4,February,2017,585,1.21,0.5,11,3.038,4.64,1.48,1.08
27/02/2017,05/03/2017,1,March,2017,585,1.21,0.5,11,3.038,4.64,1.48,1.08
06/03/2017,12/03/2017,2,March,2017,516,1.21,0.5,11,3.038,4.64,1.48,1.08
13/03/2017,19/03/2017,3,March,2017,636,1.21,0.5,11,3.038,4.64,1.48,1.08
20/03/2017,26/03/2017,4,March,2017,631,1.21,0.5,11,3.038,4.64,1.48,1.08
27/03/2017,02/04/2017,5,March,2017,665,1.21,0.5,11,3.038,4.64,1.48,1.08
03/04/2017,09/04/2017,1,April,2017,548,1.21,0.5,11,3.038,4.64,1.48,1.08
10/04/2017,16/04/2017,2,April,2017,572,1.21,0.5,11,3.038,4.64,1.48,1.08
17/04/2017,23/04/2017,3,April,2017,558,1.21,0.5,11,3.038,4.64,1.48,1.08
24/04/2017,30/04/2017,4,April,2017,601,1.21,0.5,11,3.038,4.64,1.48,1.08
01/05/2017,07/05/2017,1,May,2017,525,1.21,0.5,11,3.038,4.64,1.48,1.08
08/05/2017,14/05/2017,2,May,2017,512,1.21,0.5,11,3.038,4.64,1.48,1.08
15/05/2017,21/05/2017,3,May,2017,619,1.21,0.5,11,3.038,4.64,1.48,1.08
22/05/2017,28/05/2017,4,May,2017,619,1.21,0.5,11,3.038,4.64,1.48,1.08
29/05/2017,04/06/2017,1,June,2017,546,1.21,0.5,11,3.038,4.64,1.48,1.08
05/06/2017,11/06/2017,2,June,2017,558,1.21,0.5,11,3.038,4.64,1.48,1.08
12/06/2017,18/06/2017,3,June,2017,549,1.21,0.5,11,3.038,4.64,1.48,1.08
19/06/2017,25/06/2017,4,June,2017,579,1.21,0.5,11,3.038,4.64,1.48,1.08
26/06/2017,02/07/2017,5,June,2017,632,1.21,0.5,11,3.038,4.64,1.48,1.08
03/07/2017,09/07/2017,1,July,2017,610,1.21,0.5,11,3.038,4.64,1.48,1.08
10/07/2017,16/07/2017,2,July,2017,634,1.21,0.5,11,3.038,4.64,1.48,1.08
17/07/2017,23/07/2017,3,July,2017,632,1.21,0.5,11,3.038,4.64,1.48,1.08
24/07/2017,30/07/2017,4,July,2017,633,1.21,0.5,11,3.038,4.64,1.48,1.08
31/07/2017,06/08/2017,1,August,2017,609,1.21,0.5,11,3.038,4.64,1.48,1.08
07/08/2017,13/08/2017,2,August,2017,625,1.21,0.5,11,3.038,4.64,1.48,1.08
14/08/2017,20/08/2017,3,August,2017,651,1.21,0.5,11,3.038,4.64,1.48,1.08
21/08/2017,27/08/2017,4,August,2017,636,1.21,0.5,11,3.038,4.64,1.48,1.08
28/08/2017,03/09/2017,5,August,2017,694,1.21,0.5,11,3.038,4.64,1.48,1.08
04/09/2017,10/09/2017,1,September,2017,578,1.21,0.5,11,3.038,4.64,1.48,1.08
11/09/2017,17/09/2017,2,September,2017,617,1.21,0.5,11,3.038,4.64,1.48,1.08
18/09/2017,24/09/2017,3,September,2017,612,1.21,0.5,11,3.038,4.64,1.48,1.08
25/09/2017,01/10/2017,4,September,2017,547,1.21,0.5,11,3.038,4.64,1.48,1.08
02/10/2017,08/10/2017,1,October,2017,581,1.21,0.5,11,3.038,4.64,1.48,1.08
09/10/2017,15/10/2017,2,October,2017,613,1.21,0.5,11,3.038,4.64,1.48,1.08
16/10/2017,22/10/2017,3,October,2017,612,1.21,0.5,11,3.038,4.64,1.48,1.08
23/10/2017,29/10/2017,4,October,2017,631,1.21,0.5,11,3.038,4.64,1.48,1.08
30/10/2017,05/11/2017,1,November,2017,497,1.21,0.5,11,3.038,4.64,1.48,1.08
06/11/2017,12/11/2017,2,November,2017,551,1.21,0.5,11,3.038,4.64,1.48,1.08
13/11/2017,19/11/2017,3,November,2017,578,1.21,0.5,11,3.038,4.64,1.48,1.08
20/11/2017,26/11/2017,4,November,2017,589,1.21,0.5,11,3.038,4.64,1.48,1.08
27/11/2017,03/12/2017,5,November,2017,626,1.21,0.5,11,3.038,4.64,1.48,1.08
04/12/2017,10/12/2017,1,December,2017,553,1.21,0.5,11,3.038,4.64,1.48,1.08
11/12/2017,17/12/2017,2,December,2017,602,1.21,0.5,11,3.038,4.64,1.48,1.08
18/12/2017,24/12/2017,3,December,2017,603,1.21,0.5,11,3.038,4.64,1.48,1.08
25/12/2017,31/12/2017,4,December,2017,499,1.21,0.5,11,3.038,4.64,1.48,1.08
01/01/2018,07/01/2018,1,January,2018,607,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
08/01/2018,14/01/2018,2,January,2018,562,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
15/01/2018,21/01/2018,3,January,2018,545,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
22/01/2018,28/01/2018,4,January,2018,547,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
29/01/2018,04/02/2018,1,February,2018,638,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
05/02/2018,11/02/2018,2,February,2018,563,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
12/02/2018,18/02/2018,3,February,2018,619,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
19/02/2018,25/01/2018,4,February,2018,559,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
26/02/2018,04/03/2018,1,March,2018,549,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
05/03/2018,11/03/2018,2,March,2018,487,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
12/03/2018,18/02/2018,3,March,2018,597,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
19/03/2018,25/03/2018,4,March,2018,571,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
26/03/2018,01/04/2018,5,March,2018,612,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
02/04/2018,08/04/2018,1,April,2018,554,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
09/04/2018,15/04/2018,2,April,2018,578,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
16/04/2018,22/04/2018,3,April,2018,553,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
23/04/2018,29/04/2018,4,April,2018,631,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
30/04/2018,06/05/2018,1,May,2018,589,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
07/05/2018,13/05/2018,2,May,2018,587,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
14/05/2018,20/05/2018,3,May,2018,584,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
21/05/2018,27/05/2018,4,May,2018,674,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
28/05/2018,03/06/2018,5,May,2018,567,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
04/06/2018,10/06/2018,1,June,2018,617,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
11/06/2018,17/06/2018,2,June,2018,662,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
18/06/2018,24/06/2018,3,June,2018,619,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
25/06/2018,01/07/2018,4,June,2018,631,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
02/07/2018,08/07/2018,1,July,2018,573,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
09/07/2018,15/07/2018,2,July,2018,588,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
16/07/2018,22/07/2018,3,July,2018,661,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
23/07/2018,29/07/2018,4,July,2018,624,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
30/07/2018,05/08/2018,1,August,2018,640,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
06/08/2018,12/08/2018,2,August,2018,591,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
13/08/2018,19/08/2018,3,August,2018,566,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
20/08/2018,26/08/2018,4,August,2018,606,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
27/08/2018,02/09/2018,5,August,2018,617,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
03/09/2018,09/09/2018,1,September,2018,616,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
10/09/2018,16/09/2018,2,September,2018,581,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
17/09/2018,23/09/2018,3,September,2018,671,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
24/09/2018,30/09/2018,4,September,2018,591,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
01/10/2018,07/10/2018,1,October,2018,581,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
08/10/2018,14/10/2018,2,October,2018,576,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
15/10/2018,21/10/2018,3,October,2018,628,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
22/10/2018,28/10/2018,4,October,2018,618,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
29/10/2018,04/11/2018,1,November,2018,635,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
05/11/2018,11/11/2018,2,November,2018,576,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
12/11/2018,18/11/2018,3,November,2018,611,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
19/11/2018,25/11/2018,4,November,2018,578,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
26/11/2018,02/12/2018,5,November,2018,596,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
03/12/2018,09/12/2018,1,December,2018,583,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
10/12/2018,16/12/2018,2,December,2018,620,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
17/12/2018,23/12/2018,3,December,2018,661,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
24/12/2018,30/12/2018,4,December,2018,573,1.2,-0.8,10.3,3.181,4.42,3.65,2.05
31/12/2018,06/01/2019,1,January,2019,494,0.8,1.3,9.8,2.516,4.16,1.38,1.26
07/01/2019,13/01/2019,2,January,2019,570,0.8,1.3,9.8,2.516,4.16,1.38,1.26
14/01/2019,20/01/2019,3,January,2019,597,0.8,1.3,9.8,2.516,4.16,1.38,1.26
21/01/2019,27/01/2019,4,January,2019,509,0.8,1.3,9.8,2.516,4.16,1.38,1.26
28/01/2019,03/02/2019,5,January,2019,569,0.8,1.3,9.8,2.516,4.16,1.38,1.26
04/02/2019,10/02/2019,1,February,2019,346,0.8,1.3,9.8,2.516,4.16,1.38,1.26
11/02/2019,17/02/2019,2,February,2019,416,0.8,1.3,9.8,2.516,4.16,1.38,1.26
18/02/2019,24/02/2019,3,February,2019,567,0.8,1.3,9.8,2.516,4.16,1.38,1.26
25/02/2019,03/03/2019,4,February,2019,510,0.8,1.3,9.8,2.516,4.16,1.38,1.26
04/03/2019,10/03/2019,1,March,2019,516,0.8,1.3,9.8,2.516,4.16,1.38,1.26
11/03/2019,17/03/2019,2,March,2019,581,0.8,1.3,9.8,2.516,4.16,1.38,1.26
18/03/2019,24/03/2019,3,March,2019,539,0.8,1.3,9.8,2.516,4.16,1.38,1.26
25/03/2019,31/03/2019,4,March,2019,518,0.8,1.3,9.8,2.516,4.16,1.38,1.26
01/04/2019,07/04/2019,1,April,2019,480,0.8,1.3,9.8,2.516,4.16,1.38,1.26
08/04/2019,14/04/2019,2,April,2019,526,0.8,1.3,9.8,2.516,4.16,1.38,1.26
15/04/2019,21/04/2019,3,April,2019,637,0.8,1.3,9.8,2.516,4.16,1.38,1.26
22/04/2019,28/04/2019,4,April,2019,548,0.8,1.3,9.8,2.516,4.16,1.38,1.26
29/04/2019,05/05/2019,1,May,2019,517,0.8,1.3,9.8,2.516,4.16,1.38,1.26
06/05/2019,12/05/2019,2,May,2019,473,0.8,1.3,9.8,2.516,4.16,1.38,1.26
13/05/2019,19/05/2019,3,May,2019,597,0.8,1.3,9.8,2.516,4.16,1.38,1.26
20/05/2019,26/05/2019,4,May,2019,573,0.8,1.3,9.8,2.516,4.16,1.38,1.26
27/05/2019,02/06/2019,5,May,2019,593,0.8,1.3,9.8,2.516,4.16,1.38,1.26
03/06/2019,09/06/2019,1,June,2019,563,0.8,1.3,9.8,2.516,4.16,1.38,1.26
10/06/2019,16/06/2019,2,June,2019,524,0.8,1.3,9.8,2.516,4.16,1.38,1.26
17/06/2019,23/06/2019,3,June,2019,558,0.8,1.3,9.8,2.516,4.16,1.38,1.26
24/06/2019,30/06/2019,4,June,2019,627,0.8,1.3,9.8,2.516,4.16,1.38,1.26
01/07/2019,07/07/2019,1,July,2019,584,0.8,1.3,9.8,2.516,4.16,1.38,1.26
08/07/2019,14/07/2019,2,July,2019,607,0.8,1.3,9.8,2.516,4.16,1.38,1.26
15/07/2019,21/07/2019,3,July,2019,643,0.8,1.3,9.8,2.516,4.16,1.38,1.26
22/07/2019,28/07/2019,4,July,2019,654,0.8,1.3,9.8,2.516,4.16,1.38,1.26
29/07/2019,04/08/2019,1,August,2019,591,0.8,1.3,9.8,2.516,4.16,1.38,1.26
05/08/2019,11/08/2019,2,August,2019,640,0.8,1.3,9.8,2.516,4.16,1.38,1.26
12/08/2019,18/08/2019,3,August,2019,623,0.8,1.3,9.8,2.516,4.16,1.38,1.26
19/08/2019,25/08/2019,4,August,2019,650,0.8,1.3,9.8,2.516,4.16,1.38,1.26
26/08/2019,01/09/2019,5,August,2019,660,0.8,1.3,9.8,2.516,4.16,1.38,1.26
02/09/2019,08/09/2019,1,September,2019,544,0.8,1.3,9.8,2.516,4.16,1.38,1.26
09/09/2019,15/09/2019,2,September,2019,631,0.8,1.3,9.8,2.516,4.16,1.38,1.26
16/09/2019,22/09/2019,3,September,2019,613,0.8,1.3,9.8,2.516,4.16,1.38,1.26
23/09/2019,29/09/2019,4,September,2019,710,0.8,1.3,9.8,2.516,4.16,1.38,1.26
30/09/2019,06/10/2019,1,October,2019,639,0.8,1.3,9.8,2.516,4.16,1.38,1.26
07/10/2019,13/10/2019,2,October,2019,589,0.8,1.3,9.8,2.516,4.16,1.38,1.26
14/10/2019,20/10/2019,3,October,2019,585,0.8,1.3,9.8,2.516,4.16,1.38,1.26
21/10/2019,27/10/2019,4,October,2019,633,0.8,1.3,9.8,2.516,4.16,1.38,1.26
28/10/2019,03/11/2019,5,October,2019,626,0.8,1.3,9.8,2.516,4.16,1.38,1.26
04/11/2019,10/11/2019,1,November,2019,599,0.8,1.3,9.8,2.516,4.16,1.38,1.26
11/11/2019,17/11/2019,2,November,2019,636,0.8,1.3,9.8,2.516,4.16,1.38,1.26
18/11/2019,24/11/2019,3,November,2019,593,0.8,1.3,9.8,2.516,4.16,1.38,1.26
25/11/2019,01/12/2019,4,November,2019,630,0.8,1.3,9.8,2.516,4.16,1.38,1.26
02/12/2019,08/12/2019,1,December,2019,616,0.8,1.3,9.8,2.516,4.16,1.38,1.26
09/12/2019,15/12/2019,2,December,2019,560,0.8,1.3,9.8,2.516,4.16,1.38,1.26
16/12/2019,22/12/2019,3,December,2019,583,0.8,1.3,9.8,2.516,4.16,1.38,1.26
23/12/2019,29/12/2019,4,December,2019,551,0.8,1.3,9.8,2.516,4.16,1.38,1.26
30/12/2019,05/01/2020,1,January,2020,566,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
06/01/2020,12/01/2020,2,January,2020,589,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
13/01/2020,19/01/2020,3,January,2020,594,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
20/01/2020,26/01/2020,4,January,2020,608,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
27/01/2020,02/02/2020,5,January,2020,609,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
03/02/2020,09/02/2020,1,February,2020,559,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
10/02/2020,16/02/2020,2,February,2020,586,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
17/02/2020,23/02/2020,3,February,2020,544,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
24/02/2020,01/03/2020,4,February,2020,544,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
02/03/2020,08/03/2020,1,March,2020,477,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
09/03/2020,15/03/2020,2,March,2020,488,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
16/03/2020,22/03/2020,3,March,2020,415,0.79,-2.3,10.2,1.665,8.57,0.24,0.9
